scorer_rank,scorer,team,goals,penalties,own_goals,first_goal_date,latest_goal_date,scorer_label
294,Steve Sumner,New Zealand,17,1,0,1977-03-23,1985-10-05,294. Steve Sumner
295,Zizinho,Brazil,17,1,0,1942-01-31,1957-03-24,295. Zizinho
296,Eldor Shomurodov,Uzbekistan,17,0,0,2015-10-08,2025-06-10,296. Eldor Shomurodov
297,Ángel Di María,Argentina,17,0,0,2011-07-11,2022-12-18,297. Ángel Di María
298,Amr Zaki,Egypt,17,0,0,2004-10-08,2013-11-19,298. Amr Zaki
299,Emmanuel Adebayor,Togo,17,0,0,2003-11-16,2013-01-26,299. Emmanuel Adebayor
300,Ioannis Okkas,Cyprus,17,0,0,1997-04-02,2011-10-11,300. Ioannis Okkas
301,Adriano,Brazil,17,0,0,2003-06-21,2008-10-12,301. Adriano
302,Talal Al-Meshal,Saudi Arabia,17,0,0,2000-10-24,2004-10-12,302. Talal Al-Meshal
303,David Zdrilic,Australia,17,0,0,2000-06-19,2004-05-31,303. David Zdrilic
304,Stéphane Chapuisat,Switzerland,17,0,0,1990-11-14,2002-09-08,304. Stéphane Chapuisat
305,Hwang Sun-hong,South Korea,17,0,0,1988-12-06,2002-06-04,305. Hwang Sun-hong
306,Milan Galić,Yugoslavia,17,0,0,1959-05-31,1965-09-19,306. Milan Galić
307,Norberto Doroteo Méndez,Argentina,17,0,0,1945-02-07,1947-12-28,307. Norberto Doroteo Méndez
308,İlkay Gündoğan,Germany,16,7,0,2013-03-26,2024-06-19,308. İlkay Gündoğan
309,Míchel,Spain,16,7,0,1986-11-12,1992-04-22,309. Míchel
310,Ion Nicolaescu,Moldova,16,5,0,2020-09-03,2025-11-16,310. Ion Nicolaescu
311,Jordan Ayew,Ghana,16,5,0,2012-06-01,2025-10-08,311. Jordan Ayew
312,Roman Pavlyuchenko,Russia,16,5,0,2005-10-08,2012-06-08,312. Roman Pavlyuchenko
313,Harry Wilson,Wales,16,4,0,2018-10-16,2025-11-18,313. Harry Wilson
314,André Ayew,Ghana,16,4,0,2010-01-19,2022-11-24,314. André Ayew
315,Radamel Falcao,Colombia,16,4,0,2009-06-10,2020-10-13,315. Radamel Falcao
316,Yuya Osako,Japan,16,3,0,2017-06-13,2022-01-27,316. Yuya Osako
317,Riyad Mahrez,Algeria,16,2,0,2015-01-27,2025-12-28,317. Riyad Mahrez
318,Goran Pandev,North Macedonia,16,2,0,2004-08-18,2021-06-13,318. Goran Pandev
319,Ahmed Hassan,Egypt,16,2,0,1996-11-08,2010-01-25,319. Ahmed Hassan
320,Kennet Andersson,Sweden,16,2,0,1992-06-21,1999-10-09,320. Kennet Andersson
321,Luis Díaz,Colombia,16,1,0,2021-06-03,2025-06-10,321. Luis Díaz
322,Aleksandar Trajkovski,North Macedonia,16,1,0,2013-09-06,2025-06-09,322. Aleksandar Trajkovski
323,Alexander Geynrikh,Uzbekistan,16,1,0,2004-07-22,2016-09-01,323. Alexander Geynrikh
324,Eddie Johnson,United States,16,1,0,2004-10-09,2013-09-10,324. Eddie Johnson
325,Rolando Fonseca,Costa Rica,16,1,0,2000-07-23,2004-10-09,325. Rolando Fonseca
326,Zdeněk Nehoda,Czechoslovakia,16,1,0,1973-06-02,1981-05-27,326. Zdeněk Nehoda
327,Michael Gregoritsch,Austria,16,0,0,2019-09-06,2025-11-18,327. Michael Gregoritsch
328,Nani,Portugal,16,0,0,2007-06-02,2017-06-24,328. Nani
329,Steven Gerrard,England,16,0,0,2001-09-01,2013-10-15,329. Steven Gerrard
330,Dennis Oliech,Kenya,16,0,0,2003-11-15,2011-11-15,330. Dennis Oliech
331,Henri Camara,Senegal,16,0,0,2000-01-25,2008-06-21,331. Henri Camara
332,Hao Haidong,China PR,16,0,0,1992-11-08,2004-07-30,332. Hao Haidong
333,Viorel Moldovan,Romania,16,0,0,1996-08-31,2002-10-16,333. Viorel Moldovan
334,Mohammed Salem Al-Enazi,Qatar,16,0,0,1996-09-20,2001-09-28,334. Mohammed Salem Al-Enazi
335,Brian Laudrup,Denmark,16,0,0,1989-04-26,1998-07-03,335. Brian Laudrup
336,Takuya Takagi,Japan,16,0,0,1992-11-08,1997-11-08,336. Takuya Takagi
337,Martin Dahlin,Sweden,16,0,0,1992-10-07,1997-06-08,337. Martin Dahlin
338,Hakan Çalhanoğlu,Turkey,15,6,0,2015-10-10,2025-11-15,338. Hakan Çalhanoğlu
339,Dieumerci Mbokani,DR Congo,15,6,0,2008-06-13,2021-11-14,339. Dieumerci Mbokani
340,Kjetil Rekdal,Norway,15,6,0,1992-09-09,1998-10-14,340. Kjetil Rekdal
341,Dwayne De Rosario,Canada,15,5,0,2002-02-02,2012-09-07,341. Dwayne De Rosario
342,Lothar Matthäus,Germany,15,5,0,1985-04-30,1999-07-28,342. Lothar Matthäus
343,Humberto Suazo,Chile,15,4,0,2007-06-27,2011-10-11,343. Humberto Suazo
344,Amado Guevara,Honduras,15,4,0,2000-08-16,2009-09-05,344. Amado Guevara
345,Juan Román Riquelme,Argentina,15,4,0,2004-11-17,2007-11-17,345. Juan Román Riquelme
346,Georges Mikautadze,Georgia,15,3,0,2022-06-02,2025-09-07,346. Georges Mikautadze
347,Joel Pohjanpalo,Finland,15,3,0,2015-09-04,2025-06-10,347. Joel Pohjanpalo
348,Salem Al-Dawsari,Saudi Arabia,15,3,0,2012-02-29,2025-03-20,348. Salem Al-Dawsari
349,Rodolfo Zelaya,El Salvador,15,3,0,2008-09-06,2017-07-13,349. Rodolfo Zelaya
350,Daniele De Rossi,Italy,15,3,0,2004-09-04,2017-03-24,350. Daniele De Rossi
351,Karim Ansarifard,Iran,15,2,0,2011-01-15,2024-01-14,351. Karim Ansarifard
352,Ciro Immobile,Italy,15,2,0,2016-09-05,2023-09-09,352. Ciro Immobile
353,Konstantin Vassiljev,Estonia,15,2,0,2009-03-28,2022-06-09,353. Konstantin Vassiljev
354,Michael Mifsud,Malta,15,2,0,2001-04-25,2018-09-07,354. Michael Mifsud
355,Dirk Kuyt,Netherlands,15,2,0,2004-10-09,2011-10-11,355. Dirk Kuyt
356,Walter Centeno,Costa Rica,15,2,0,2002-01-26,2009-11-18,356. Walter Centeno
357,Martin Petrov,Bulgaria,15,2,0,2001-03-28,2009-10-14,357. Martin Petrov
358,Teófilo Cubillas,Peru,15,2,0,1969-08-17,1978-06-11,358. Teófilo Cubillas
359,Óscar Míguez,Uruguay,15,2,0,1950-07-02,1957-06-30,359. Óscar Míguez
360,Shinji Kagawa,Japan,15,1,0,2011-01-21,2018-06-19,360. Shinji Kagawa
361,Rafael van der Vaart,Netherlands,15,1,0,2003-09-06,2013-10-11,361. Rafael van der Vaart
362,Tomáš Rosický,Czech Republic,15,1,0,2001-10-06,2013-09-06,362. Tomáš Rosický
363,Brett Emerton,Australia,15,1,0,2001-06-20,2012-02-29,363. Brett Emerton
364,John Carew,Norway,15,1,0,2001-03-24,2011-10-11,364. John Carew
365,Wesley Sonck,Belgium,15,1,0,2001-06-06,2009-03-28,365. Wesley Sonck
366,El Hadji Diouf,Senegal,15,1,0,2001-03-10,2008-06-21,366. El Hadji Diouf
367,Mirjalol Qosimov,Uzbekistan,15,1,0,2000-10-14,2004-11-17,367. Mirjalol Qosimov
368,Shaun Bartlett,South Africa,15,1,0,1996-01-31,2004-07-03,368. Shaun Bartlett
369,Álex Aguinaga,Ecuador,15,1,0,1989-09-24,2002-01-22,369. Álex Aguinaga
370,Dean Saunders,Wales,15,1,0,1988-10-19,1999-09-04,370. Dean Saunders
371,Adrian Knup,Switzerland,15,1,0,1989-10-11,1995-08-16,371. Adrian Knup
372,Diego Maradona,Argentina,15,1,0,1979-08-08,1994-06-21,372. Diego Maradona
373,Erwin Vandenbergh,Belgium,15,1,0,1979-12-19,1991-02-27,373. Erwin Vandenbergh
374,Emilio Butragueño,Spain,15,1,0,1984-10-17,1990-12-19,374. Emilio Butragueño
375,Frank Stapleton,Republic of Ireland,15,1,0,1978-05-24,1987-09-09,375. Frank Stapleton
376,Paul Van Himst,Belgium,15,1,0,1960-11-20,1972-06-17,376. Paul Van Himst
377,Lajos Tichy,Hungary,15,1,0,1957-06-12,1964-04-25,377. Lajos Tichy
378,Jair,Brazil,15,1,0,1945-02-21,1950-07-13,378. Jair
379,Severino Varela,Uruguay,15,1,0,1937-01-02,1942-01-28,379. Severino Varela
380,Teodoro Fernández,Peru,15,1,0,1935-01-20,1942-01-25,380. Teodoro Fernández
381,Fedor Černych,Lithuania,15,0,0,2013-10-11,2024-03-26,381. Fedor Černych
382,André Silva,Portugal,15,0,0,2016-10-07,2021-09-07,382. André Silva
383,Odil Ahmedov,Uzbekistan,15,0,0,2008-02-06,2021-06-07,383. Odil Ahmedov
384,Dries Mertens,Belgium,15,0,0,2014-06-17,2020-11-15,384. Dries Mertens
385,Mario Gómez,Germany,15,0,0,2007-06-02,2017-09-04,385. Mario Gómez
386,André Schürrle,Germany,15,0,0,2011-06-07,2017-03-26,386. André Schürrle
387,Kyle Lafferty,Northern Ireland,15,0,0,2007-08-22,2016-11-11,387. Kyle Lafferty
388,Dennis Rommedahl,Denmark,15,0,0,2000-10-07,2011-10-07,388. Dennis Rommedahl
389,Sylvain Wiltord,France,15,0,0,1999-03-31,2005-10-12,389. Sylvain Wiltord
390,Elvir Bolić,Bosnia and Herzegovina,15,0,0,1996-11-10,2005-10-08,390. Elvir Bolić
391,Kiatisuk Senamuang,Thailand,15,0,0,1993-04-11,2004-06-09,391. Kiatisuk Senamuang
392,Golman Pierre,Haiti,15,0,0,1996-05-12,2002-01-26,392. Golman Pierre
393,John Bosman,Netherlands,15,0,0,1986-12-21,1997-04-30,393. John Bosman
394,Ruud Gullit,Netherlands,15,0,0,1982-09-22,1992-12-16,394. Ruud Gullit
395,Jan Ceulemans,Belgium,15,0,0,1980-06-12,1991-02-27,395. Jan Ceulemans
396,Klaus Fischer,Germany,15,0,0,1979-05-02,1982-07-08,396. Klaus Fischer
397,Dragan Džajić,Yugoslavia,15,0,0,1965-09-19,1976-06-19,397. Dragan Džajić
398,Laurent Pokou,Ivory Coast,15,0,0,1968-01-12,1973-06-03,398. Laurent Pokou
399,Ángel Romano,Uruguay,15,0,0,1917-09-30,1926-10-28,399. Ángel Romano
400,Roy Krishna,Fiji,14,7,0,2008-11-19,2024-11-17,400. Roy Krishna
401,Oreste Corbatta,Argentina,14,6,0,1957-03-13,1960-12-17,401. Oreste Corbatta
402,Josip Iličić,Slovenia,14,5,0,2013-09-10,2021-10-11,402. Josip Iličić
403,Joshua King,Norway,14,5,0,2012-10-16,2019-11-18,403. Joshua King
404,Dominik Szoboszlai,Hungary,14,4,0,2019-09-09,2025-10-14,404. Dominik Szoboszlai
405,Benjamin Šeško,Slovenia,14,4,0,2021-10-08,2024-11-14,405. Benjamin Šeško
406,Bader Al-Mutawa,Kuwait,14,4,0,2004-03-31,2019-11-19,406. Bader Al-Mutawa
407,Patrik Berger,Czech Republic,14,4,0,1994-09-06,1999-09-08,407. Patrik Berger
408,Marcus Rashford,England,14,3,0,2017-09-04,2025-09-09,408. Marcus Rashford
409,Kai Havertz,Germany,14,3,0,2020-10-13,2024-11-16,409. Kai Havertz
410,Sunil Chhetri,India,14,3,0,2007-10-08,2024-03-26,410. Sunil Chhetri
411,Omar Al Somah,Syria,14,3,0,2017-09-05,2023-11-16,411. Omar Al Somah
412,Yasser Al-Qahtani,Saudi Arabia,14,3,0,2004-02-18,2008-06-02,412. Yasser Al-Qahtani
413,Khaled Massad,Saudi Arabia,14,3,0,1992-10-15,1997-11-06,413. Khaled Massad
414,Philippe Coutinho,Brazil,14,2,0,2016-06-08,2022-03-24,414. Philippe Coutinho
415,Ali Ashfaq,Maldives,14,2,0,2003-12-03,2019-11-19,415. Ali Ashfaq
416,Tomer Hemed,Israel,14,2,0,2011-09-06,2018-10-14,416. Tomer Hemed
417,Sebastián Soria,Qatar,14,2,0,2007-07-09,2016-10-06,417. Sebastián Soria
418,Server Djeparov,Uzbekistan,14,2,0,2004-06-09,2015-11-17,418. Server Djeparov
419,Enzo Scifo,Belgium,14,2,0,1984-10-17,1995-06-07,419. Enzo Scifo
420,Alessandro Altobelli,Italy,14,2,0,1982-07-11,1988-06-17,420. Alessandro Altobelli
421,Kazimierz Deyna,Poland,14,2,0,1969-04-20,1978-06-10,421. Kazimierz Deyna
422,Scott McTominay,Scotland,14,1,0,2021-10-09,2025-11-18,422. Scott McTominay
423,Cenk Tosun,Turkey,14,1,0,2017-03-24,2024-06-26,423. Cenk Tosun
424,Joel Campbell,Costa Rica,14,1,0,2011-06-05,2023-07-04,424. Joel Campbell
425,Bastian Schweinsteiger,Germany,14,1,0,2005-06-18,2016-06-12,425. Bastian Schweinsteiger
426,Shane Smeltz,New Zealand,14,1,0,2007-10-17,2012-10-12,426. Shane Smeltz
427,Édison Méndez,Ecuador,14,1,0,2001-06-02,2011-11-15,427. Édison Méndez
428,Róbert Vittek,Slovakia,14,1,0,2003-10-11,2010-06-28,428. Róbert Vittek
429,Ole Gunnar Solskjær,Norway,14,1,0,1996-06-02,2006-09-02,429. Ole Gunnar Solskjær
430,Lester Moré,Cuba,14,1,0,1996-05-14,2005-07-07,430. Lester Moré
431,Peter Ndlovu,Zimbabwe,14,1,0,1992-12-20,2005-06-19,431. Peter Ndlovu
432,Esala Masi,Fiji,14,1,0,1997-06-15,2004-05-17,432. Esala Masi
433,Joël Tiéhi,Ivory Coast,14,1,0,1984-11-04,1998-02-16,433. Joël Tiéhi
434,Careca,Brazil,14,1,0,1985-06-30,1990-06-10,434. Careca
435,Rabah Madjer,Algeria,14,1,0,1980-06-13,1990-03-02,435. Rabah Madjer
436,Georgi Asparuhov,Bulgaria,14,1,0,1962-11-07,1969-06-15,436. Georgi Asparuhov
437,Didi,Brazil,14,1,0,1954-06-16,1959-03-21,437. Didi
438,Kerem Aktürkoğlu,Turkey,14,0,0,2021-10-08,2026-03-31,438. Kerem Aktürkoğlu
439,Leon Goretzka,Germany,14,0,0,2017-06-19,2025-03-20,439. Leon Goretzka
440,Roman Yaremchuk,Ukraine,14,0,0,2019-06-07,2024-11-19,440. Roman Yaremchuk
441,Jerry Bengtson,Honduras,14,0,0,2011-06-10,2023-07-02,441. Jerry Bengtson
442,Jermain Defoe,England,14,0,0,2004-09-08,2017-03-26,442. Jermain Defoe
443,Juan Arango,Venezuela,14,0,0,2001-04-24,2013-06-07,443. Juan Arango
444,Nikola Žigić,Serbia,14,0,0,2006-06-21,2010-10-08,444. Nikola Žigić
445,David Trezeguet,France,14,0,0,1998-06-18,2006-10-11,445. David Trezeguet
446,Rónald Gómez,Costa Rica,14,0,0,1996-09-01,2006-06-20,446. Rónald Gómez
447,Akwá,Angola,14,0,0,1996-11-10,2005-10-08,447. Akwá
448,Juan Carlos Plata,Guatemala,14,0,0,1996-05-05,2004-09-05,448. Juan Carlos Plata
449,Roberto Palacios,Peru,14,0,0,1993-08-22,2004-07-06,449. Roberto Palacios
450,Pavel Nedvěd,Czech Republic,14,0,0,1996-06-14,2003-09-06,450. Pavel Nedvěd
451,Niall Quinn,Republic of Ireland,14,0,0,1990-06-21,2001-10-06,451. Niall Quinn
452,Marc Degryse,Belgium,14,0,0,1987-11-11,1996-08-31,452. Marc Degryse
453,Julio Salinas,Spain,14,0,0,1986-06-07,1994-12-17,453. Julio Salinas
454,Nasko Sirakov,Bulgaria,14,0,0,1983-09-07,1994-06-30,454. Nasko Sirakov
455,Arnoldo Iguarán,Colombia,14,0,0,1979-08-22,1991-07-17,455. Arnoldo Iguarán
456,Bryan Robson,England,14,0,0,1981-09-09,1989-03-08,456. Bryan Robson
457,Oleg Blokhin,Russia,14,0,0,1973-05-26,1986-10-29,457. Oleg Blokhin
458,Zbigniew Boniek,Poland,14,0,0,1976-10-31,1985-05-30,458. Zbigniew Boniek
459,Kenny Dalglish,Scotland,14,0,0,1972-11-15,1984-11-14,459. Kenny Dalglish
460,Sandro Mazzola,Italy,14,0,0,1964-11-04,1970-10-31,460. Sandro Mazzola
461,Uwe Seeler,Germany,14,0,0,1958-06-08,1970-06-14,461. Uwe Seeler
462,Ole Madsen,Denmark,14,0,0,1962-06-28,1969-06-15,462. Ole Madsen
463,Bobby Charlton,England,14,0,0,1960-10-19,1968-06-08,463. Bobby Charlton
464,Dušan Tadić,Serbia,13,6,0,2012-09-11,2023-10-17,464. Dušan Tadić
465,Benjamín Galindo,Mexico,13,6,0,1991-06-28,1997-11-09,465. Benjamín Galindo
466,Raoul Lambert,Belgium,13,5,0,1970-06-03,1977-09-03,466. Raoul Lambert
467,Wahbi Khazri,Tunisia,13,4,0,2013-03-23,2022-11-30,467. Wahbi Khazri
468,Saleh Al-Shehri,Saudi Arabia,13,3,0,2021-03-30,2025-06-15,468. Saleh Al-Shehri
469,Miralem Pjanić,Bosnia and Herzegovina,13,3,0,2010-09-03,2022-06-14,469. Miralem Pjanić
470,David Beckham,England,13,3,0,1998-06-26,2006-06-25,470. David Beckham
471,Granit Xhaka,Switzerland,13,2,0,2012-09-07,2025-11-15,471. Granit Xhaka
472,Ismael Díaz,Panama,13,2,0,2017-07-12,2025-10-14,472. Ismael Díaz
473,Michael Olunga,Kenya,13,2,0,2015-10-07,2025-09-09,473. Michael Olunga
474,Fatos Bećiraj,Montenegro,13,2,0,2012-09-11,2021-11-16,474. Fatos Bećiraj
475,Darijo Srna,Croatia,13,2,0,2003-03-29,2013-11-19,475. Darijo Srna
476,Razak Omotoyossi,Benin,13,2,0,2008-01-25,2013-06-16,476. Razak Omotoyossi
477,Park Chu-young,South Korea,13,2,0,2005-06-03,2011-11-11,477. Park Chu-young
478,Obafemi Martins,Nigeria,13,2,0,2004-06-05,2010-01-20,478. Obafemi Martins
479,Youri Djorkaeff,France,13,2,0,1995-08-16,2001-05-30,479. Youri Djorkaeff
480,Włodzimierz Smolarek,Poland,13,2,0,1980-12-07,1987-05-17,480. Włodzimierz Smolarek
481,Rasmus Højlund,Denmark,13,1,0,2023-03-23,2025-11-18,481. Rasmus Højlund
482,Dušan Vlahović,Serbia,13,1,0,2020-11-18,2025-10-14,482. Dušan Vlahović
483,Yaya Touré,Ivory Coast,13,1,0,2006-01-24,2015-02-04,483. Yaya Touré
484,Salomon Kalou,Ivory Coast,13,1,0,2008-01-21,2013-11-16,484. Salomon Kalou
485,Harry Kewell,Australia,13,1,0,1997-11-22,2012-02-29,485. Harry Kewell
486,Flávio Amado,Angola,13,1,0,2004-10-10,2010-01-14,486. Flávio Amado
487,Shunsuke Nakamura,Japan,13,1,0,2003-06-18,2009-03-28,487. Shunsuke Nakamura
488,A'ala Hubail,Bahrain,13,1,0,2004-02-18,2008-03-26,488. A'ala Hubail
489,Gheorghe Popescu,Romania,13,1,0,1989-05-17,2001-10-06,489. Gheorghe Popescu
490,Ibrahima Bakayoko,Ivory Coast,13,1,0,1998-02-08,2001-07-01,490. Ibrahima Bakayoko
491,Erwin Sánchez,Bolivia,13,1,0,1989-09-10,2000-04-26,491. Erwin Sánchez
492,Nikos Anastopoulos,Greece,13,1,0,1980-06-14,1987-01-14,492. Nikos Anastopoulos
493,John Kosmina,Australia,13,1,0,1977-03-16,1985-11-03,493. John Kosmina
494,Kevin Keegan,England,13,1,0,1975-05-11,1981-06-06,494. Kevin Keegan
495,Moise Kean,Italy,13,0,0,2019-03-23,2026-03-31,495. Moise Kean
496,Romell Quioto,Honduras,13,0,0,2016-03-29,2025-10-13,496. Romell Quioto
497,Bernardo Silva,Portugal,13,0,0,2017-06-24,2025-09-09,497. Bernardo Silva
498,Christoph Baumgartner,Austria,13,0,0,2020-09-07,2025-06-10,498. Christoph Baumgartner
499,Marco Reus,Germany,13,0,0,2012-06-22,2021-11-11,499. Marco Reus
500,Kolbeinn Sigþórsson,Iceland,13,0,0,2011-09-06,2019-10-14,500. Kolbeinn Sigþórsson
501,Yura Movsisyan,Armenia,13,0,0,2010-09-07,2018-11-16,501. Yura Movsisyan
502,Rafael Márquez,Mexico,13,0,0,2000-02-13,2016-11-11,502. Rafael Márquez
503,Seydou Keita,Mali,13,0,0,2002-01-19,2013-02-09,503. Seydou Keita
504,Ali Karimi,Iran,13,0,0,2000-11-24,2011-07-23,504. Ali Karimi
505,Andrey Arshavin,Russia,13,0,0,2004-10-09,2009-10-14,505. Andrey Arshavin
506,DaMarcus Beasley,United States,13,0,0,2002-01-19,2008-10-11,506. DaMarcus Beasley
507,Francisco Fonseca,Mexico,13,0,0,2004-11-13,2006-06-21,507. Francisco Fonseca
508,Szilárd Németh,Slovakia,13,0,0,1999-09-08,2005-11-12,508. Szilárd Németh
509,Dorinel Munteanu,Romania,13,0,0,1995-06-07,2003-03-29,509. Dorinel Munteanu
510,Ebbe Sand,Denmark,13,0,0,1998-06-28,2002-10-12,510. Ebbe Sand
511,Obeid Al-Dosari,Saudi Arabia,13,0,0,1997-03-16,2001-09-21,511. Obeid Al-Dosari
512,Mixu Paatelainen,Finland,13,0,0,1988-10-19,1999-06-05,512. Mixu Paatelainen
513,Tony Cascarino,Republic of Ireland,13,0,0,1989-06-04,1997-10-11,513. Tony Cascarino
514,Ally McCoist,Scotland,13,0,0,1987-10-14,1996-06-18,514. Ally McCoist
515,Oleh Protasov,Russia,13,0,0,1985-05-02,1991-11-13,515. Oleh Protasov
516,Darko Pančev,Yugoslavia,13,0,0,1989-10-28,1991-05-16,516. Darko Pančev
517,Mansour Muftah,Qatar,13,0,0,1977-03-13,1989-10-28,517. Mansour Muftah
518,Abdulaziz Al-Anberi,Kuwait,13,0,0,1976-06-03,1985-04-05,518. Abdulaziz Al-Anberi
519,Santillana,Spain,13,0,0,1975-11-16,1984-06-17,519. Santillana
520,Andrzej Szarmach,Poland,13,0,0,1974-06-15,1982-07-10,520. Andrzej Szarmach
521,Roberto Bettega,Italy,13,0,0,1976-10-16,1981-10-17,521. Roberto Bettega
522,Geoff Hurst,England,13,0,0,1966-07-23,1971-12-01,522. Geoff Hurst
523,Tostão,Brazil,13,0,0,1966-07-15,1970-06-14,523. Tostão
524,José Manuel Moreno,Argentina,13,0,0,1941-02-12,1947-12-25,524. José Manuel Moreno
525,Héctor Castro,Uruguay,13,0,0,1926-10-17,1935-01-27,525. Héctor Castro
526,Domingo Tarasconi,Argentina,13,0,0,1925-12-20,1928-06-06,526. Domingo Tarasconi
527,Eduardo Bennett,Honduras,12,5,0,1991-06-28,1996-11-17,527. Eduardo Bennett
528,Johan Neeskens,Netherlands,12,5,0,1972-11-01,1976-04-25,528. Johan Neeskens
529,Ezgjan Alioski,North Macedonia,12,4,0,2016-09-05,2025-06-06,529. Ezgjan Alioski
530,Hassan Maatouk,Lebanon,12,4,0,2011-07-23,2024-06-11,530. Hassan Maatouk
531,Mahmoud Al-Mawas,Syria,12,3,0,2015-09-08,2021-06-07,531. Mahmoud Al-Mawas
532,Víctor Aristizábal,Colombia,12,3,0,1993-06-16,2001-11-14,532. Víctor Aristizábal
533,Tomas Brolin,Sweden,12,3,0,1990-06-10,1995-06-01,533. Tomas Brolin
534,Tomáš Souček,Czech Republic,12,2,0,2019-09-10,2025-11-17,534. Tomáš Souček
535,Ayase Ueda,Japan,12,2,0,2023-11-16,2024-09-10,535. Ayase Ueda
536,Youssef Msakni,Tunisia,12,2,0,2012-01-23,2023-11-21,536. Youssef Msakni
537,Toni Kroos,Germany,12,2,0,2012-10-12,2019-11-16,537. Toni Kroos
538,Florea Dumitrache,Romania,12,2,0,1968-11-23,1973-10-14,538. Florea Dumitrache
539,Yazan Al-Naimat,Jordan,12,1,0,2023-11-16,2024-11-19,539. Yazan Al-Naimat
540,Arkadiusz Milik,Poland,12,1,0,2014-10-11,2023-06-20,540. Arkadiusz Milik
541,Stefan Mugoša,Montenegro,12,1,0,2017-03-26,2022-06-14,541. Stefan Mugoša
542,Koo Ja-cheol,South Korea,12,1,0,2011-01-10,2016-11-15,542. Koo Ja-cheol
543,Sulley Muntari,Ghana,12,1,0,2004-06-20,2013-10-15,543. Sulley Muntari
544,Aleksandr Iashvili,Georgia,12,1,0,2001-09-01,2010-09-03,544. Aleksandr Iashvili
545,Simão Sabrosa,Portugal,12,1,0,2004-10-13,2010-06-21,545. Simão Sabrosa
546,Freddie Ljungberg,Sweden,12,1,0,1999-03-31,2007-10-13,546. Freddie Ljungberg
547,Benni McCarthy,South Africa,12,1,0,1998-02-16,2005-06-04,547. Benni McCarthy
548,Hernán Medford,Costa Rica,12,1,0,1990-06-20,2002-01-18,548. Hernán Medford
549,Choi Soon-ho,South Korea,12,1,0,1980-09-16,1989-05-27,549. Choi Soon-ho
550,Hassan El-Shazly,Egypt,12,1,0,1963-11-24,1974-03-06,550. Hassan El-Shazly
551,Javier Ambrois,Uruguay,12,1,0,1954-06-26,1957-06-16,551. Javier Ambrois
552,Karol Świderski,Poland,12,0,0,2021-03-28,2026-03-31,552. Karol Świderski
553,Ayoub El Kaabi,Morocco,12,0,0,2021-10-06,2025-12-29,553. Ayoub El Kaabi
554,Leroy Sané,Germany,12,0,0,2018-11-19,2025-11-17,554. Leroy Sané
555,Bukayo Saka,England,12,0,0,2021-09-05,2025-11-13,555. Bukayo Saka
556,Kieffer Moore,Wales,12,0,0,2019-10-10,2025-09-04,556. Kieffer Moore
557,Alexander Isak,Sweden,12,0,0,2019-06-07,2024-11-16,557. Alexander Isak
558,Elif Elmas,North Macedonia,12,0,0,2019-03-21,2024-10-10,558. Elif Elmas
559,Henri Anier,Estonia,12,0,0,2013-03-26,2024-06-08,559. Henri Anier
560,Diogo Jota,Portugal,12,0,0,2020-09-05,2023-09-11,560. Diogo Jota
561,Danel Sinani,Luxembourg,12,0,0,2018-09-08,2023-09-08,561. Danel Sinani
562,Birkir Bjarnason,Iceland,12,0,0,2012-10-12,2021-03-31,562. Birkir Bjarnason
563,Denis Cheryshev,Russia,12,0,0,2018-06-14,2020-11-15,563. Denis Cheryshev
564,Gevorg Ghazaryan,Armenia,12,0,0,2009-03-28,2020-11-15,564. Gevorg Ghazaryan
565,Danny Welbeck,England,12,0,0,2012-06-15,2017-09-01,565. Danny Welbeck
566,Michael Bradley,United States,12,0,0,2008-06-15,2017-06-11,566. Michael Bradley
567,Roda Antar,Lebanon,12,0,0,2001-05-15,2015-11-12,567. Roda Antar
568,Ivica Olić,Croatia,12,0,0,2002-06-08,2015-03-28,568. Ivica Olić
569,Anders Svensson,Sweden,12,0,0,2000-09-02,2013-09-06,569. Anders Svensson
570,John Barry Nusum,Bermuda,12,0,0,2000-03-19,2011-10-11,570. John Barry Nusum
571,Nihat Kahveci,Turkey,12,0,0,2001-10-06,2010-09-03,571. Nihat Kahveci
572,Tuncay,Turkey,12,0,0,2005-03-30,2009-09-05,572. Tuncay
573,Ali Gerba,Canada,12,0,0,2005-07-12,2009-07-07,573. Ali Gerba
574,Euzebiusz Smolarek,Poland,12,0,0,2005-09-03,2008-10-15,574. Euzebiusz Smolarek
575,Russell Latapy,Trinidad and Tobago,12,0,0,1992-04-19,2008-10-15,575. Russell Latapy
576,Fernando Morientes,Spain,12,0,0,1998-06-24,2007-03-24,576. Fernando Morientes
577,Milton Núñez,Honduras,12,0,0,1996-11-17,2005-07-16,577. Milton Núñez
578,Angus Eve,Trinidad and Tobago,12,0,0,1996-06-15,2005-02-09,578. Angus Eve
579,Darío Silva,Uruguay,12,0,0,1997-04-30,2004-07-18,579. Darío Silva
580,Commins Menapi,Solomon Islands,12,0,0,2000-06-21,2004-06-06,580. Commins Menapi
581,Laith Hussein,Iraq,12,0,0,1993-05-26,2001-08-17,581. Laith Hussein
582,Zoubeir Baya,Tunisia,12,0,0,1996-01-28,2001-07-15,582. Zoubeir Baya
583,Faustino Asprilla,Colombia,12,0,0,1993-09-05,2000-02-19,583. Faustino Asprilla
